timestamp,position_x,position_y,theta_rad
9.3,3.718762351302626,4.792570616330164,-0.385158
9.4,3.8691687290270154,4.73985616885726,-0.374465
9.5,4.010852482771393,4.572528672785555,-0.364024
9.6,4.087563688604026,4.507279439806441,-0.353868
9.7,4.21473714105604,4.454521986018176,-0.344026
9.8,4.296006929457333,4.280438499890615,-0.334522
9.9,4.461819107838735,4.274337591133744,-0.325376
10.0,4.436633547001696,4.037907424724937,-0.316605
10.1,4.596048202734271,4.021141062236989,-0.308221
10.2,4.624815701585132,3.812724705490349,-0.300232
10.3,4.764590603018994,3.6310011947783827,-0.292645
10.4,4.884125871367801,3.6741541804479256,-0.285465
10.5,4.862580269194126,3.4380250656197857,-0.278693
10.6,5.0266532661988546,3.3102341702303617,-0.272332
10.7,5.114962179369474,3.1953252415608087,-0.266381
10.8,5.1359466928335085,2.9967171807252364,-0.260838
10.9,5.200213986491428,2.8737639747754224,-0.255699
11.0,5.341858415672319,2.6577693724391116,-0.250959
11.1,5.3169833219318186,2.5729978862820473,-0.24661
11.2,5.425166935108772,2.4384823802638107,-0.242646
11.3,5.517956712845306,2.360501000837918,-0.239062
11.4,5.510912284724376,2.1841819589809623,-0.23585
11.5,5.664402416598086,2.098567819060025,-0.233009
11.6,5.643284921302874,1.9265921570520277,-0.230537
11.7,5.759233739805465,1.7329292065025947,-0.228435
11.8,5.768253020916254,1.5798461984613617,-0.226703
11.9,5.658310706882617,1.6213274380328793,-0.22534
12.0,5.818430857786311,1.429296450661054,-0.224346
12.1,5.764443092584393,1.3169924283845358,-0.223722
12.2,5.78677043434845,1.160732939729624,-0.22347
12.3,5.819326264491073,1.153717474401204,-0.22359
12.4,5.9129728083200055,1.0370303399763627,-0.224082
12.5,5.850402415936801,0.9033521546387897,-0.224946
12.6,5.836109774323956,0.9058448151273624,-0.226182
12.7,5.864292943912031,0.8289957445970891,-0.227789
12.8,5.851902357818765,0.7347257027303525,-0.229767
12.9,5.757570172768651,0.6866130969155287,-0.232115
13.0,5.712122928877872,0.761633801732787,-0.234833
13.1,5.651804886502436,0.6320938477163933,-0.237918
13.2,5.758049529244866,0.6083432498472295,-0.241369
13.3,5.704716674788079,0.7008804927831924,-0.245184
13.4,5.639832463397761,0.6304185609294369,-0.249363
13.5,5.631177832759254,0.6438065769864311,-0.253903
13.6,5.60040877908422,0.5660172822847818,-0.258804
13.7,5.490637373869722,0.6744060766002131,-0.264064
13.8,5.442424588389546,0.7278737571070525,-0.269679
13.9,5.382223180402022,0.8534171376247055,-0.275641
14.0,5.256758122765227,0.8522306404432609,-0.281944
14.1,5.2500324178115765,0.8882211891759011,-0.288577
14.2,5.1642719689765695,0.908627342458256,-0.295531
14.3,5.064898666843429,0.9677586118645127,-0.302796
14.4,5.018691285694479,1.1387240658597613,-0.31036
14.5,4.985350555642884,1.2746795661232995,-0.318209
14.6,4.843667966419467,1.416837483521819,-0.326328
14.7,4.689657425360435,1.5317948601931672,-0.334703
14.8,4.6396792758280725,1.748095932908892,-0.343317
14.9,4.561651989045359,1.8589958650488443,-0.352156
15.0,4.453922782700178,1.9309625879618453,-0.361198
15.1,4.359838813314978,2.077879328638137,-0.370425
15.2,4.24628011204031,2.172724427915502,-0.379815
15.3,4.1353303846124785,2.348900713997704,-0.389347
15.4,4.000506725020077,2.64247528916003,-0.398997
15.5,3.9347206501820735,2.8630532403295734,-0.408739
15.6,3.7037959430911296,2.9946902376482067,-0.418548
15.7,3.5750753489242597,3.2178625090478645,-0.4284
15.8,3.4750129168330743,3.4768384951810587,-0.438269
15.9,3.3628141053637566,3.6498999127418026,-0.448128
16.0,3.2253634995970324,3.9250037992759053,-0.457946
16.1,3.0684175425627345,4.098902476771498,-0.467691
16.2,3.0433563044511285,4.434449219578352,-0.477334
16.3,2.933065260588445,4.6099289969657224,-0.486842
16.4,2.6769866186742535,4.8158630568789835,-0.496184
16.5,2.6345341174246073,5.042112634890851,-0.505327
16.6,2.4742196788950963,5.397209443513867,-0.514238
16.7,2.2888779645286252,5.591839329906845,-0.522883
16.8,2.2398812738552323,5.895845447613778,-0.531229
16.9,2.0503012766085686,6.083014590404995,-0.539243
17.0,1.985359734684028,6.379758390663881,-0.54689
17.1,1.7730908692605776,6.66813201811265,-0.554134
17.2,1.712072407209551,6.8170018678954,-0.560943
17.3,1.551175106301199,7.188297833504119,-0.567287
17.4,1.4611165097591357,7.535279068270116,-0.573136
17.5,1.302954171576788,7.763254905403897,-0.578461
17.6,1.2802692106557503,8.066540095992261,-0.583232
17.7,1.0563389009982016,8.29244616211618,-0.587422
17.8,0.9258034853087339,8.56991408081661,-0.591009
17.9,0.8821648968428109,8.79784745943009,-0.593976
18.0,0.7716481905401765,9.036743607668397,-0.596297
18.1,0.775861448160099,9.401309729404202,-0.597945
18.2,0.5824413556153232,9.581315670633174,-0.598894
18.3,0.4731219421854715,9.92728717181883,-0.599119
18.4,0.4334904625223308,10.121030437118943,-0.598692
18.5,0.3792439713040791,10.469675758811112,-0.597686
18.6,0.26293093472492785,10.697794173955714,-0.596163
18.7,0.04627753147742161,10.90805315590545,-0.59422
18.8,0.1323971556084958,11.07948574277921,-0.591993
18.9,0.09669616737873832,11.393866400704804,-0.589578
19.0,-0.032040718938884986,11.595709183854545,-0.587042
19.1,-0.04856967162901346,11.72452532623428,-0.584439
19.2,-0.12066606529870272,11.994290800468344,-0.581804
19.3,-0.13466356948004962,12.149322960121838,-0.579165
19.4,-0.13803065416139637,12.378739488147573,-0.576535
19.5,-0.10635096225066841,12.622636484200678,-0.573919
19.6,-0.1514172979221499,12.65217047400478,-0.571317
19.7,-0.09206187005376881,12.806435973622804,-0.568728
19.8,-0.09867913726912622,12.901629130757192,-0.566144
19.9,-0.08641030270724293,12.997903658261606,-0.56356
